pa_ms,pa_anvisa_sim,dist_lev,tipo
ROUNDUPZ,CUELURE,6.0,princípio ativo
ELMUCHONE,ALACLORO,6.0,princípio ativo
AGROTOXICO INDETERMINADO,CARBOXINA,6.0,princípio ativo
DIISOCIANATO DE DIFENILMETANO HOMOPOLIMETRO,DICLORANA,6.0,princípio ativo
METRIFORIATO,ETRIDIAZOL,6.0,princípio ativo
PLAMIPLUS BR,AMITRAZ,6.0,princípio ativo
DUAL GOLD,DECANOL,6.0,princípio ativo
CONGELANTE.,CODLELURE,6.0,princípio ativo
GRAMOSCONE,FAMOXADONA,6.0,princípio ativo
TRICLOROETANO,DICLORANA,6.0,princípio ativo
ACTELLIC%,ACEFATO,6.0,princípio ativo
NITROFOSKA,DITIANONA,6.0,princípio ativo
GRAMOSCONI,FAMOXADONA,6.0,princípio ativo
DIMY DDVP,DIMETOATO,6.0,princípio ativo
U 46 BR,"2,4 - D",6.0,princípio ativo
CHUMBIMHO,CARBIMIDA,6.0,grupo químico
BRILLHANTE,DIQUATE,6.0,princípio ativo
GLYPHOTAL,FIPRONIL,6.0,princípio ativo
UNISELVE,ASULAM,6.0,princípio ativo
GRAMACHONE,ABAMECTINA,6.0,princípio ativo
CYCLOPROPYL,DICLOFOPE,6.0,princípio ativo
LEBAYCID 500,BENALAXIL,6.0,princípio ativo
ARGENFRUT RV,ACEFATO,6.0,princípio ativo
K-OBIOL25CE,FOLPETE,6.0,princípio ativo
CHUMBIBHO,CUMARINICO,6.0,grupo químico
PREMIPLUS,GOSSIPLURE,6.0,princípio ativo
NEVRALGEX,BUTRALINA,6.0,princípio ativo
CLOROFENOXICOS,CLORFENAPIR,6.0,princípio ativo
FERTILIZANTE ROUND-UP,DODINA,6.0,princípio ativo
SUBSTANCIA NAO IDENTIFICADA,CAPTANA,6.0,princípio ativo
CHIMBINHO,CIMOXANIL,6.0,princípio ativo
RUMO WG,CUELURE,6.0,princípio ativo
SAL ISOPROPILAMINA,ESTROBILURINA,6.0,grupo químico
SAL DE ISOPROPILOMINA,IPRODIONA,6.0,princípio ativo
MEDICAMENTO,DICAMBA,6.0,princípio ativo
COBRIOTOP,CLORIMUROM,6.0,princípio ativo
INIBIDORES DA COLINESTERASE,PIRIDABEM,6.0,princípio ativo
MALATHION500CE,MALATIONA,6.0,princípio ativo
AGROTOXICO,CARBOXINA,6.0,princípio ativo
SAL DE ESOPRAPILAMINA,ESTROBILURINA,6.0,grupo químico
ENGIOPREMIO,ENXOFRE,6.0,princípio ativo
ANTICOLESTERAGICO,ACIDO ESTEARICO,6.0,princípio ativo
ANTI HIPERTENSIVO,CIPERMETRINA,6.0,princípio ativo
N-PHTHALIMIDE,FTALIDA,6.0,princípio ativo
VERDADERO,CARTAPE,6.0,princípio ativo
FERTILIZANTE,FOSTIAZATO,6.0,princípio ativo
SAL DE ISOPROPILAMINA DE N - (FOSFONOMETIL) GLICINA.........,ESTROBILURINA,6.0,grupo químico
INSECTICIDA,BOSCALIDA,6.0,princípio ativo
SECA MARO,ACEFATO,6.0,princípio ativo
CFHUMBINHO,CIFLUTRINA,6.0,princípio ativo
ANTERNADOR,ACEFATO,6.0,princípio ativo
FURADAN350 SC,FLURIDONA,6.0,princípio ativo
CLOROFORMIO,CLORIMUROM,6.0,princípio ativo
OLEO LUBRIFICANTE,PIRIMICARBE,6.0,princípio ativo
AGROTOXICO,CARBOXINA,6.0,princípio ativo
CLAUMBINHO,FLUAZINAM,6.0,princípio ativo
HOSTATHION 400 BR,BOSCALIDA,6.0,princípio ativo
RODENTICIDA,BIFENTRINA,6.0,princípio ativo
ALTO 100,ALACLORO,6.0,princípio ativo
GLYPHOTAL TR,FIPRONIL,6.0,princípio ativo
VERDADERO,CARTAPE,6.0,princípio ativo
ACTELLICLAMBDA,ANTRANILAMIDA,6.0,grupo químico
PRINUPLUS,GRANDLURE,6.0,princípio ativo
KARATEZEON,CARTAPE,6.0,princípio ativo
TIDY 700,TIRAM,6.0,princípio ativo
METAMIDOPHOS,FENAMIFOS,6.0,princípio ativo
AGROTOXICO NAO DETERMINADO,AMETRINA,6.0,princípio ativo
ROUNDAUP,ASULAM,6.0,princípio ativo
VERDADERO 20 GR,CARTAPE,6.0,princípio ativo
VERDADERO 600 WG,CARTAPE,6.0,princípio ativo
MEDICAMENTO,DICAMBA,6.0,princípio ativo
BAYSISTON GR,ACEFATO,6.0,princípio ativo
HELMONOME,DECANOL,6.0,princípio ativo
EXPURGRAN,EMPENTRINA,6.0,princípio ativo
QUATERMAN,AMITRAZ,6.0,princípio ativo
SUPRATHION  400 CE,BUTRALINA,6.0,princípio ativo
CYMPERATOR 25CE,ACEFATO,6.0,princípio ativo
HELMOXONE,BENTAZONA,6.0,princípio ativo
VERSATILIS,CARBARIL,6.0,princípio ativo
BAYSISTON,ACEFATO,6.0,princípio ativo
SUPRATHION,BUTRALINA,6.0,princípio ativo
FUZIFLEX,BIXAFEM,6.0,princípio ativo
DPVD 81%,DODINA,6.0,princípio ativo
BRASALGAS,ASULAM,5.0,princípio ativo
PREMIPRU,UREIA,5.0,grupo químico
PERFUME,CARTAPE,5.0,princípio ativo
CARBAFURONA,CARBOXINA,5.0,princípio ativo
INSETICIDA DIM,CINETINA,5.0,princípio ativo
ALFACIANO3 FENOXIBENZIL22,ALACLORO,5.0,princípio ativo
VENLAFAXINA,BENALAXIL,5.0,princípio ativo
TIOMETASON LAMBIDACIAINA,DIMETOATO,5.0,princípio ativo
CLASSE TOX IV,CARTAPE,5.0,princípio ativo
CLORIDRATO DE OXIBUTININA,CLORIMUROM,5.0,princípio ativo
CUPINICIDA,CINETINA,5.0,princípio ativo
COPROVET,ETIPROLE,5.0,princípio ativo
PHOSPHONOMETHYL-GLYCINE,AVIGLICINA,5.0,princípio ativo
PIRETROIDE(AMPLO ASPECTO),ACEFATO,5.0,princípio ativo
BETACYFLUTRIN,BETA - CIFLUTRINA,5.0,princípio ativo
ETHYLTHIO,ETILENO,5.0,grupo químico
GRANULOXONE,GRANDLURE,5.0,princípio ativo
CARBOFURON,CARBOSULFANO,5.0,princípio ativo
VULCANI,ASULAM,5.0,princípio ativo
CITRANELAL,DITIANONA,5.0,princípio ativo
NAO INFORMADO,INORGANICO,5.0,grupo químico
CARBAZENDIN,CARBENDAZIM,5.0,princípio ativo
NIMESULIDA,GIBERELINA,5.0,grupo químico
XANTEX,CARTAPE,5.0,princípio ativo
CUPISINDA,CAPTANA,5.0,princípio ativo
RAUNDUP,GRANDLURE,5.0,princípio ativo
ADELLIC,ACEFATO,5.0,princípio ativo
SAL TRIETANOLAMINA,TRIAZINAMINA,5.0,grupo químico
BISTOIT,CLETODIM,5.0,princípio ativo
VALOPERIDOL,TIACLOPRIDO,5.0,princípio ativo
NAO SABE NAO TROUXE FRASCO,CARTAPE,5.0,princípio ativo
ROLD UP,DODINA,5.0,princípio ativo
RESIDUO DE SAL,METIRAM,5.0,princípio ativo
GASTROXIN 02COMP.,ATRAZINA,5.0,princípio ativo
SHELTER,CUELURE,5.0,princípio ativo
INSETICIDA NAO DETERMINADO,CINETINA,5.0,princípio ativo
PLANADOR,ALACLORO,5.0,princípio ativo
PRODUTO AGRTOXICO,ACEFATO,5.0,princípio ativo
ALQUIBENZENO 670,QUINTOZENO,5.0,princípio ativo
CYPERMIL,CARBARIL,5.0,princípio ativo
MATA MATA,METAM,5.0,princípio ativo
CARRAPATICIDA,CARBOXANILIDA,5.0,grupo químico
S-METHYL N-METHYLCARBAMOYLOXY)THIOACETIMIDATE,FOSETIL,5.0,princípio ativo
CITOLOPRAN,DICLORANA,5.0,princípio ativo
OMEPRAZOOL,METANOL,5.0,princípio ativo
FENOBARBITAL,FENARIMOL,5.0,princípio ativo
IMIDOCOMPRIMIDO,IMIDACLOPRIDO,5.0,princípio ativo
"QUEROSENE,DIMETILBENZENO",QUINTOZENO,5.0,princípio ativo
SALICILINA,AVIGLICINA,5.0,princípio ativo
DIFLUOCO - BENZHYDRYL,DIUROM,5.0,princípio ativo
PRIMOLEO,ETIPROLE,5.0,princípio ativo
GRAMAXONE 200,CLOMAZONA,5.0,princípio ativo
NITROGENIO,CIPRODINIL,5.0,princípio ativo
GRAMOXENE,DAZOMETE,5.0,princípio ativo
CLONZEPAM,CLOMAZONA,5.0,princípio ativo
CLORIDRATO DE TIROFIBAN,CLORIMUROM,5.0,princípio ativo
TRANSORB R,ALACLORO,5.0,princípio ativo
BUSCOPAM 8 CPS,ASULAM,5.0,princípio ativo
KARUMIN,ATRAZINA,5.0,princípio ativo
ENDOSUFLAN,INDAZIFLAM,5.0,princípio ativo
DIETHYL (DIMETHOXYTHIOPHOSPHORYLTHIO) SUCCINATE(MALATIONA),CINETINA,5.0,princípio ativo
ENDOSULFAN 350,CARBOSULFANO,5.0,princípio ativo
CHOROBENZIL,CIPRODINIL,5.0,princípio ativo
ORGOMOFOSFATO,ORGANOFOSFORADO,5.0,grupo químico
MOUZATI,ACEFATO,5.0,princípio ativo
INSETICIDIA,SETOXIDIM,5.0,princípio ativo
MANSATI,ACEFATO,5.0,princípio ativo
ENDOSULFAN,CARBOSULFANO,5.0,princípio ativo
DMA806,DECANOL,5.0,princípio ativo
CIANURETO,CUELURE,5.0,princípio ativo
GASTORIN,AMETRINA,5.0,princípio ativo
FRUMIZIN,CIROMAZINA,5.0,princípio ativo
GRAMOXONE 200,FAMOXADONA,5.0,princípio ativo
HIPOCLORITO,TIACLOPRIDO,5.0,princípio ativo
EDOSUFAN,ASULAM,5.0,princípio ativo
LI 700,DIUROM,5.0,princípio ativo
NORTRIPLINA,BUTRALINA,5.0,princípio ativo
INERTES 100%,CINETINA,5.0,princípio ativo
INSETICIDA BIOLOGICO,CINETINA,5.0,princípio ativo
CALLISTO,ACEFATO,5.0,princípio ativo
N-FOSFONOMETIL,FOSETIL,5.0,princípio ativo
CESTEIRO,ETEFOM,5.0,princípio ativo
METILPAROTION,METIDATIONA,5.0,princípio ativo
USIVER 2902,ASULAM,5.0,princípio ativo
SAL DIAMONICO,DIAZINONA,5.0,princípio ativo
FOSFANOMETIL,FOSETIL,5.0,princípio ativo
MONOTIOFOSFORADO,ORGANOFOSFORADO,5.0,grupo químico
CLORIDRATO MONOIDRATADO DE CIPROFLOXACINO,CLORIMUROM,5.0,princípio ativo
FURY 400ES,METAM,5.0,princípio ativo
DIAMICLINAS,ABAMECTINA,5.0,princípio ativo
SYNGENTA,FENTINA,5.0,princípio ativo
K-OTHVINE    INSETICIDA,CINETINA,5.0,princípio ativo
SAL DE POTASSIO 297.75G/L,PROPARGITO,5.0,princípio ativo
COLOSSO,FOLPETE,5.0,princípio ativo
SUSPEITO,FOSMETE,5.0,princípio ativo
CONFISOR,FOSFINA,5.0,princípio ativo
GARLON,ASULAM,5.0,princípio ativo
MATA-TUDO,METALDEIDO,5.0,princípio ativo
COLOSSO PULVERIZACAO,FOLPETE,5.0,princípio ativo
VERT MEC,CARTAPE,5.0,princípio ativo
'' '',METAM,5.0,princípio ativo
REAGENTE,FOSMETE,5.0,princípio ativo
AMBICOLUROS FUASTICO,FOSFINA,5.0,princípio ativo
VELPARK,CUELURE,5.0,princípio ativo
HOUDAP%,ASULAM,5.0,princípio ativo
PACIENTE NAO SABE INFORMAR,ACEFATO,5.0,princípio ativo
METANIDOFOS,FENAMIFOS,5.0,princípio ativo
CALCIOBORO,ALACLORO,5.0,princípio ativo
LUPINICIDA 400,DAMINOZIDA,5.0,princípio ativo
ERA RATO,ACEFATO,5.0,princípio ativo
IBUPROFENO,BUPROFENZINA,5.0,princípio ativo
INSETICIDA,CINETINA,5.0,princípio ativo
JLMETHYL,FOSETIL,5.0,princípio ativo
METOMIDOPHOS INSETICIDA,CINETINA,5.0,princípio ativo
LAVOURA,AMITRAZ,5.0,princípio ativo
APLOICHO,ACLONIFEM,5.0,princípio ativo
PESTICIDA,BOSCALIDA,5.0,princípio ativo
SECURBIN,UREIA,5.0,grupo químico
ZAPP QI,CAPTANA,5.0,princípio ativo
CITRONELAL 05G,CIPRODINIL,5.0,princípio ativo
SAL DE POTASSIO DE N-PHOSPHONOMETHY 620/G/L,PROPARGITO,5.0,princípio ativo
CICLOPROFANO,DICLORANA,5.0,princípio ativo
INFINITO,ANILIDA,5.0,grupo químico
PRIOST,IPRODIONA,5.0,princípio ativo
LEVOTIROTINA 30 COMP,FENITROTIONA,5.0,princípio ativo
NOMOLT,DODINA,5.0,princípio ativo
ARSENATROL,ACEFATO,5.0,princípio ativo
TAUSTER,DIQUATE,5.0,princípio ativo
ORTHOCIDE,PIRETROIDE,5.0,grupo químico
HERBEK,METAM,5.0,princípio ativo
DICHLOROPHENYL (DEMOLIDOR),FENOTIOL,5.0,princípio ativo
CLORETO DE BELZALCONIO 6%,ACEFATO,5.0,princípio ativo
SEM INFORMACAO,INORGANICO,5.0,grupo químico
NAO RELATADO,ACEFATO,5.0,princípio ativo
KANATI,ACEFATO,5.0,princípio ativo
MOSQUICIDA,BOSCALIDA,5.0,princípio ativo
THIAMELHORAN,TIAMETOXAM,5.0,princípio ativo
SECCOBIN,METOMIL,5.0,princípio ativo
INTEPRIA 240 SC,AMETRINA,5.0,princípio ativo
KELITHION,FENOTIOL,5.0,princípio ativo
CARBAFEERANO,CARBOSULFANO,5.0,princípio ativo
ARTABRON,CARTAPE,5.0,princípio ativo
ALQUILBENZENO,ALQUILENOBIS,5.0,grupo químico
RANDAJO,ACEFATO,5.0,princípio ativo
BIOZYME TF,BIXAFEM,5.0,princípio ativo
CONECT,CINETINA,5.0,princípio ativo
SULFONOMIDO,SULFLURAMIDA,5.0,princípio ativo
"2,2 DICLAROVINIL",CIPRODINIL,5.0,princípio ativo
FUROSEMIDA,FOSFINA,5.0,princípio ativo
"1,1-DIMETIL,METHIL VIOLOGEN",DICLORANA,5.0,princípio ativo
ENDOSULFAN - CLOROCICLODIENO,CARBOSULFANO,5.0,princípio ativo
ISOPROPYL,ETOPROFOS,5.0,princípio ativo
...UP 1000,METAM,5.0,princípio ativo
1 PASTILHA,ASULAM,5.0,princípio ativo
CIMERPRIDA,AMETRINA,5.0,princípio ativo
"SAL POTASSICO ,GLYCINE",AVIGLICINA,5.0,princípio ativo
CITRONELAL 1G,CIPRODINIL,5.0,princípio ativo
HALOPERIDOL 5MG,TIACLOPRIDO,5.0,princípio ativo
SUB CLASSE 4.1,CARTAPE,5.0,princípio ativo
PESTICIDA INSETICIDA,BOSCALIDA,5.0,princípio ativo
HELMAXONE,BENTAZONA,5.0,princípio ativo
SAL DE POTASSIO,PROPARGITO,5.0,princípio ativo
INSETICIDA LOMBACICLOTRINA,CINETINA,5.0,princípio ativo
SAL DE ISOPROPILOMINA 400G/L,ETANOL,5.0,princípio ativo
INSETICIDA PESTICIDA,BOSCALIDA,5.0,princípio ativo
N - FOSFONOMETIL,FOSETIL,5.0,princípio ativo
S-METHYL N-(METHYLCARBAMOYLOXY)THIOACETIMIDATE (METOMIL)....,FOSETIL,5.0,princípio ativo
BRILHANTE,DIQUATE,5.0,princípio ativo
ROUNDUP,PROPOXUR,5.0,princípio ativo
CLORIDRATO DE AMITRIPTILINA,CLORIMUROM,5.0,princípio ativo
SAL TRIETAMOLAMINA,TRIAZINAMINA,5.0,grupo químico
METHYLCARBAMATE,DIMETILCARBAMATO,5.0,grupo químico
ALQUIBENZENO,QUINTOZENO,5.0,princípio ativo
COIBIDOR DA ACETILCOLITESTERASE,SORDIDIM,5.0,princípio ativo
"MUXAMONE 0,041",FAMOXADONA,5.0,princípio ativo
PYRINEX,DODINA,5.0,princípio ativo
INSETICON,CINETINA,5.0,princípio ativo
MEVINPHOS,METANOL,5.0,princípio ativo
CORBOFURAN,CARBOSULFANO,5.0,princípio ativo
ORTHENE,CARTAPE,5.0,princípio ativo
CARTOFURAN,CARBOSULFANO,5.0,princípio ativo
DIETHYL FOSFORODITIOATO,CINETINA,5.0,princípio ativo
INSETICIDA SISTEMICO,CINETINA,5.0,princípio ativo
ALDICARB150,ALANICARBE,5.0,princípio ativo
INCONVET,ENXOFRE,5.0,princípio ativo
PRIMIPLUS,TRIMEDLURE,5.0,princípio ativo
AMOXACILINA,BROMACILA,5.0,princípio ativo
REDUTOR DE PH,ACEFATO,5.0,princípio ativo
RANDEP,CARTAPE,5.0,princípio ativo
NAO SABE  INFORMA,CINETINA,5.0,princípio ativo
BENZENOCEMINA,BENZILADENINA,5.0,princípio ativo
MARSHLL,ASULAM,5.0,princípio ativo
CELESTE.,CUELURE,5.0,princípio ativo
CLORIDRATO DE LORATADINA,ATRAZINA,5.0,princípio ativo
BUTACHLON,BUTRALINA,5.0,princípio ativo
CARBAMAZAPINA,CIROMAZINA,5.0,princípio ativo
GLYPHOSSATE ISOPROPILAMINA,GLIFOSATO,5.0,princípio ativo
METAMIDOFOR,FENAMIFOS,5.0,princípio ativo
DESECACAO,DECANOL,5.0,princípio ativo
GRAMOTONE,GRANDLURE,5.0,princípio ativo
GLI-UP,LINUROM,5.0,princípio ativo
CRANBERRY,CARBARIL,5.0,princípio ativo
DESSECANTE,DECANOL,5.0,princípio ativo
TIOFODFATO,GLIFOSATO,5.0,princípio ativo
INFINIMO,FOXIM,5.0,princípio ativo
LA FLORACIO,BROMACILA,5.0,princípio ativo
ENDOSSULFAN,PENOXSULAM,5.0,princípio ativo
K. OTHRINE 5 C25,ATRAZINA,5.0,princípio ativo
"SAL TRIISOPROPANOLAMINA DO 2,4-D+TRIISOPROPANOLAMINA DO PICL","2,4 - D - TRIISOPROPANOLAMINA",5.0,princípio ativo
VANDOPI,CARTAPE,5.0,princípio ativo
BIOZYME T F,BIXAFEM,5.0,princípio ativo
CITRONELAL 1.0G.,CIPRODINIL,5.0,princípio ativo
BANNEGE,CARTAPE,5.0,princípio ativo
INSETICIDA (CONTATO/SISTEMICO),CINETINA,5.0,princípio ativo
CHARMDOG,CARTAPE,5.0,princípio ativo
KELLDRIN,ALETRINA,5.0,princípio ativo
NEMATICIDA,ANILIDA,5.0,grupo químico
LODENAFILA,CLODINAFOPE,5.0,princípio ativo
SULPHUR,ASULAM,5.0,princípio ativo
CUPINCIDA,CINETINA,5.0,princípio ativo
IMPERACIM,IMAZAPIR,5.0,princípio ativo
ENSOSULFAN,CARBOSULFANO,5.0,princípio ativo
ANTIBROTANTE,ANTIBIOTICO,5.0,grupo químico
AVAMEX,ASULAM,5.0,princípio ativo
PLANTAS,CARTAPE,5.0,princípio ativo
CHUMBO,ACEFATO,5.0,princípio ativo
AZITROMICINA,AVIGLICINA,5.0,princípio ativo
HAND UP,GRANDLURE,5.0,princípio ativo
GRAMATONE,CLOMAZONA,5.0,princípio ativo
ANTICOLINE TEPASICO,FENARIMOL,5.0,princípio ativo
BENZODIAZEPINA,BENZILADENINA,5.0,princípio ativo
PERENEX 480,DECANOL,5.0,princípio ativo
RONDAPI,CARTAPE,5.0,princípio ativo
SELETIVO,CINETINA,5.0,princípio ativo
CERTEIRO INSETICIDA,CARTAPE,5.0,princípio ativo
CARBAMAZEPINA,CIROMAZINA,5.0,princípio ativo
QUEROSENE,QUINTOZENO,5.0,princípio ativo
BASAGRAN 480,AMITRAZ,5.0,princípio ativo
FLUAGIFOPE,FENAMIFOS,5.0,princípio ativo
RONDUP,DODINA,5.0,princípio ativo
ROUNDOP,DIUROM,5.0,princípio ativo
NUGUVON,DIUROM,5.0,princípio ativo
DASH-HE,ASULAM,5.0,princípio ativo
ROUNDUP TRANSORB,ALACLORO,5.0,princípio ativo
ACTELLIC 500 CE,ACEFATO,5.0,princípio ativo
ROENDUP,PROPOXUR,5.0,princípio ativo
NAO SABE INFORMAR,PICLORAM,5.0,princípio ativo
DIMETILPIPERIDINIUM CHLORIDE,CUELURE,5.0,princípio ativo
(DESECANTE AGRICOLA),DECANOL,5.0,princípio ativo
INSETICIDA NAO DETERMIDADO,CINETINA,5.0,princípio ativo
GLICOSIMINA,CITOCININA,5.0,grupo químico
ACTELLIC 500 EC,ACEFATO,5.0,princípio ativo
LEVELAX,ASULAM,5.0,princípio ativo
VERTIMEC,CARTAPE,5.0,princípio ativo
CAZUMIN,ASULAM,5.0,princípio ativo
SOLUCAO POTASSICO DE N,ASULAM,5.0,princípio ativo
PARACETAMOL,PIRIMETANIL,5.0,princípio ativo
FUSILADE 125,ASULAM,5.0,princípio ativo
CICLOPROPANO,DICLORANA,5.0,princípio ativo
GRAMANONE,CLOMAZONA,5.0,princípio ativo
NITROGENIO E BORO,CIPRODINIL,5.0,princípio ativo
ANTI BROTAMENTO,PROPARGITO,5.0,princípio ativo
S-METHYL N-(METHYLCARBAMOYLOXY)THIOACETIMIDATE (METOMIL)...,FOSETIL,5.0,princípio ativo
KELDRIN,AMETRINA,5.0,princípio ativo
MATT PULGOES,CUELURE,5.0,princípio ativo
VEICULO,DECANOL,5.0,princípio ativo
QUALIFIX,FTALIDA,5.0,princípio ativo
HELMSTAR,METAM,5.0,princípio ativo
PRIMOLHO,PROPOXUR,5.0,princípio ativo
PRIMER PLUS,FOSMETE,5.0,princípio ativo
CLOMIPRAMINA 25 MG,CLOMAZONA,5.0,princípio ativo
FUSILAGE,ASULAM,5.0,princípio ativo
INGREDINTES INERTES,CINETINA,5.0,princípio ativo
PIRETROIDE(AMPLO ESPECTRO),EMPENTRINA,5.0,princípio ativo
ROUDUP,ASULAM,5.0,princípio ativo
CORRECAO DO SOLO,BORAX,5.0,princípio ativo
PIRACIOBINA,PIMETROZINA,5.0,princípio ativo
PAO COM CHUMBINHO,CUMARINICO,5.0,grupo químico
CABORFURAM,CLORIMUROM,5.0,princípio ativo
GLYCINE,AVIGLICINA,5.0,princípio ativo
GRAMOXONE,FAMOXADONA,5.0,princípio ativo
FUNGICIDAS,ANILIDA,5.0,grupo químico
TRICHLORFON,TRIAZOFOS,5.0,princípio ativo
CLORETO DE POTASSIO 60%,ACEFATO,5.0,princípio ativo
DIMITHYL,AMITRAZ,5.0,princípio ativo
NUTRIXOFRE,ENXOFRE,5.0,princípio ativo
AC. PERACETICO,PERMETRINA,5.0,princípio ativo
FUSIFLEX,FOSMETE,5.0,princípio ativo
ENDOSULFAN 350 EC,CARBOSULFANO,5.0,princípio ativo
UNIZEB GOLD,MANCOZEBE,5.0,princípio ativo
AGROTOXICA,CARBOXINA,5.0,princípio ativo
RUMULO,ASULAM,5.0,princípio ativo
HERBECIDAS,AVERMECTINAS,5.0,grupo químico
TOPSEED,FOSMETE,5.0,princípio ativo
(RS)+(EZ)+2+(1+ETHOXYIMINOBUTYL)+5+[2 +(ETHYLTHIO) PROPYL]+3,PROPANIL,5.0,princípio ativo
ANCOSAR,ACEFATO,5.0,princípio ativo
ACTELIC,ACEFATO,5.0,princípio ativo
ENGEOPLENO,METOPRENO,5.0,princípio ativo
METOMIL(215G/L),ETANOL,5.0,princípio ativo
AMINOACIDOS,DAMINOZIDA,5.0,princípio ativo
AMOXICILINA TRIIDRATADA,MORFOLINA,5.0,grupo químico
PYRINEX 480 CE,DODINA,5.0,princípio ativo
AZAFENIDIN,AZAMETIFOS,5.0,princípio ativo
ROUNDUP WG,PROPOXUR,5.0,princípio ativo
ROUNDAP,ASULAM,5.0,princípio ativo
MONOXIDO DE E,DAMINOZIDA,5.0,princípio ativo
GESAPRIM GRDA,FENARIMOL,5.0,princípio ativo
THINNER,TIRAM,5.0,princípio ativo
CONECT,CINETINA,5.0,princípio ativo
DETALFORME,ETEFOM,5.0,princípio ativo
GRAMOSONI,BROMOXINIL,5.0,princípio ativo
AGRICOLAR,TRICLOPIR,5.0,princípio ativo
INTOXICACAO,INDOXACARBE,5.0,princípio ativo
CLASSE TOX. IV,CARTAPE,5.0,princípio ativo
ROUNDAP DMA,ASULAM,5.0,princípio ativo
LANATI,ACEFATO,5.0,princípio ativo
PAO COM CHUMBINHO,CUMARINICO,5.0,grupo químico
CONFIDOR,FOSFINA,5.0,princípio ativo
DICLOROVINIL DIMETILFOSFATO,CIPRODINIL,5.0,princípio ativo
CLANDESTINO,CINETINA,5.0,princípio ativo
AZITROMICINA,AVIGLICINA,5.0,princípio ativo
REPOLHO,FENOTIOL,5.0,princípio ativo
RONSTAR,DODINA,5.0,princípio ativo
MARGETY,CARTAPE,5.0,princípio ativo
CYPERBIO,ESBIOL,5.0,princípio ativo
PIRISTOIT,PIRIMETANIL,5.0,princípio ativo
SAL DE POTASSIO DE N GLIYCINE,AVIGLICINA,5.0,princípio ativo
HOLOXISOPE-R,HALOXIFOPE - P,5.0,princípio ativo
INTOXICACAO POR AGROTOXICO,INDOXACARBE,5.0,princípio ativo
FLOCOUMARINAS,FLOCUMAFENO,5.0,princípio ativo
GRAMAXONE,CLOMAZONA,5.0,princípio ativo
REGENTE 800 WE,DECANOL,5.0,princípio ativo
IMIPRAMINA,ATRAZINA,5.0,princípio ativo
SILDENAFIL,SAFLUFENACIL,5.0,princípio ativo
TRIETANOLAMINA,TRIAZINAMINA,5.0,grupo químico
CHUMBINHO,CUMARINICO,5.0,grupo químico
INDUMAX,ASULAM,5.0,princípio ativo
S-METRYL N,AMITRAZ,5.0,princípio ativo
INCETICIDAS,ACETAMIDA,5.0,grupo químico
ORQUEST,DIQUATE,5.0,princípio ativo
POLINTRIN,ACRINATRINA,5.0,princípio ativo
APEVITIM BC,ACEFATO,5.0,princípio ativo
TREFLUOR METILSUFANELPIRAZOL,ACEFATO,5.0,princípio ativo
HORTENI,CARTAPE,5.0,princípio ativo
AGROLEO,ACEFATO,5.0,princípio ativo
CARUNCHOL,CARBARIL,5.0,princípio ativo
NAO INFORMOU NOME,LINUROM,5.0,princípio ativo
PRIORIXTRA,PROPOXUR,5.0,princípio ativo
ROUNDAP,ASULAM,5.0,princípio ativo
MIONEURIX,LINUROM,5.0,princípio ativo
SAL DE TRIETANOLAMINA,TRIAZINAMINA,5.0,grupo químico
AGROTOXICO/INSETICIDA,CINETINA,5.0,princípio ativo
EXPURGO,DIUROM,5.0,princípio ativo
INTOXICACAO POR PESTICIDA,BOSCALIDA,5.0,princípio ativo
SABERO 480 EC,ACEFATO,5.0,princípio ativo
TRIPHENYLTIN HYDROXIDO,ALDEIDO,5.0,grupo químico
REGENETE 20 GR,DAZOMETE,5.0,princípio ativo
COLOSSO PULVERIZACAO ECTOPARASITICIDA,FOLPETE,5.0,princípio ativo
PHOSPHONOMETHY GLYCINE,AVIGLICINA,5.0,princípio ativo
TAMOXIFENO,FAMOXADONA,5.0,princípio ativo
POLYTREM,FOLPETE,5.0,princípio ativo
N-PHOSPHONOMETHYL GLYCINE,AVIGLICINA,5.0,princípio ativo
HALOPERIDOL,TIACLOPRIDO,5.0,princípio ativo
PERIMEX,FENARIMOL,5.0,princípio ativo
INTREPID 240 SC,IMAZAPIR,5.0,princípio ativo
VERTIMEX,CARTAPE,5.0,princípio ativo
NAO SABE INFORMAR O NOME DO PRODUTO,ACEFATO,5.0,princípio ativo
RESPIRIDON,MESOTRIONA,5.0,princípio ativo
BABRIOTOPE,CARTAPE,5.0,princípio ativo
AC ARILOXIALCANOIDE,ACIDO ARILOXIALCANOICO,5.0,grupo químico
DODECACLORO,ACETOCLORO,5.0,princípio ativo
RIBITIS,CINETINA,5.0,princípio ativo
QUEROSENE,QUINTOZENO,5.0,princípio ativo
ENDOSSULFLAM,PENOXSULAM,5.0,princípio ativo
CLONOZEPAN,CLOMAZONA,5.0,princípio ativo
NEODEFRIM,ETEFOM,5.0,princípio ativo
DEMOLIDOR,FENOTIOL,5.0,princípio ativo
HANDUP,CARTAPE,5.0,princípio ativo
CAPOFURAN,CAPTANA,5.0,princípio ativo
LAMBDACIALADRINA E,LAMBDA - CIALOTRINA,5.0,princípio ativo
INSETICIDA NEMATICIDA,CINETINA,5.0,princípio ativo
AO1445,ASULAM,5.0,princípio ativo
MATA MOTO,ALACLORO,5.0,princípio ativo
