pa_ms,pa_anvisa_sim,dist_lev,tipo
CONCENTRADO EMULSIONAVEL,FENTOATO,6.0,princípio ativo
ARGENFRUT RV,ACEFATO,6.0,princípio ativo
DIMY DDVP,DIMETOATO,6.0,princípio ativo
BAYSISTON GR,ACEFATO,6.0,princípio ativo
AGROTOXICOS,PROFOXIDIM,6.0,princípio ativo
CHUIMBINHO,CUMAFENO,6.0,princípio ativo
PRIORIEXTRA,PROMETRINA,6.0,princípio ativo
FUUROSAIDE,FOSMETE,6.0,princípio ativo
ROUNDUPS,CUELURE,6.0,princípio ativo
USO DE AGROTOXICOS,PROFOXIDIM,6.0,princípio ativo
NAO SABE O NOME AGROTOXICO,CARBOXINA,6.0,princípio ativo
AGROTOXICO NAO DETERMINADO,AMETRINA,6.0,princípio ativo
NAO ENCONTRADO,ESPINOSADE,6.0,princípio ativo
ACTELLIC%,ACEFATO,6.0,princípio ativo
KUMULOSDF,TEMEFOS,6.0,princípio ativo
GEZAPASHE,BENALAXIL,6.0,princípio ativo
ESTIMULANTE NIM,DIQUATE,6.0,princípio ativo
FOSFONOMETRIL,FOSETIL,6.0,princípio ativo
"FUMO,VENENO DE FUMO",CUMAFENO,6.0,princípio ativo
PRINUPLUS,GRANDLURE,6.0,princípio ativo
FENOXIBENZIL,EPOXICONAZOL,6.0,princípio ativo
ACTELLICLAMBDA,ANTRANILAMIDA,6.0,grupo químico
HIDROCHEN,DINOCAPE,6.0,princípio ativo
NAO  SABE,CARTAPE,6.0,princípio ativo
DETERGENTE,DAZOMETE,6.0,princípio ativo
CONGELANTE.,CODLELURE,6.0,princípio ativo
METOLMIDAPHES,METAMIDOFOS,6.0,princípio ativo
GRAMACHONE,ABAMECTINA,6.0,princípio ativo
OLEO LUBRIFICANTE,PIRIMICARBE,6.0,princípio ativo
MIX 2000,BIXAFEM,6.0,princípio ativo
LAMBDACYHALOTRIN,LAMBDA - CIALOTRINA,6.0,princípio ativo
CHIMBINHO,CIMOXANIL,6.0,princípio ativo
AGROTOXICO INESPECIFICADO,CARBOXINA,6.0,princípio ativo
AGROTOXICO DESCONHECIDO,CARBOXINA,6.0,princípio ativo
FORFONOMETIL,FOSETIL,6.0,princípio ativo
GRAMOSCONE,FAMOXADONA,6.0,princípio ativo
ORGANUTSA,FORATO,6.0,princípio ativo
HYDRONORT,FIPRONIL,6.0,princípio ativo
ROUND'UP,DODINA,6.0,princípio ativo
CLAUMBINHO,FLUAZINAM,6.0,princípio ativo
HEKZAVAN,BENTAZONA,6.0,princípio ativo
ACTARAPLUS,ATRAZINA,6.0,princípio ativo
SAL DE ISOPROPILAMINA DE N - (FOSFONOMETIL) GLICINA.........,CARPROPAMIDA,6.0,princípio ativo
ALTO 100,ALACLORO,6.0,princípio ativo
SANMILEQUE,MANCOZEBE,6.0,princípio ativo
NAO SABE O NOME DO AGROTOXICO,CARBOXINA,6.0,princípio ativo
ISOPROPILANINA,ESTROBILURINA,6.0,grupo químico
RON UP 2-4D,"2,4 - D",6.0,princípio ativo
MALATHION500CE,MALATIONA,6.0,princípio ativo
AGROTOXICO INDETERMINADO,CARBOXINA,6.0,princípio ativo
PENI PLUS,FENAMIFOS,6.0,princípio ativo
GRAMACITONE,ABAMECTINA,6.0,princípio ativo
HIDROXILAMINA,CIROMAZINA,6.0,princípio ativo
ILIDENEAMINO,LINDANO,6.0,princípio ativo
ARYANOCLORADA,PROCLORAZ,6.0,princípio ativo
BRILLHANTE,DIQUATE,6.0,princípio ativo
DESCONHECE NOME,DECANOL,6.0,princípio ativo
CHUNBINHO,CINETINA,6.0,princípio ativo
FURY 400,FLURIDONA,6.0,princípio ativo
KELLMICIDA,AVIGLICINA,6.0,princípio ativo
ANTICOLESTERAGICO,ACIDO ESTEARICO,6.0,princípio ativo
AGROTOXICO',PROFOXIDIM,6.0,princípio ativo
FLORPIRAUXIFEN,CLORPIRIFOS,6.0,princípio ativo
GROMOXOCONE,FAMOXADONA,6.0,princípio ativo
ROUNDUPZ,CUELURE,6.0,princípio ativo
ANGINOFRUT,ENXOFRE,6.0,princípio ativo
SOLBUTOMOL,METOMIL,6.0,princípio ativo
AGROTOXICO,CARBOXINA,6.0,princípio ativo
RODENTICIDA,BIFENTRINA,6.0,princípio ativo
GLYPHOTAL TR,FIPRONIL,6.0,princípio ativo
N -FOSFANOMITIL,FOSETIL,6.0,princípio ativo
IMPUSSIVE 250 WP,IMAZAPIR,6.0,princípio ativo
GRAMOSSONI,FAMOXADONA,6.0,princípio ativo
AGROTOXICO 2.4 D,CARBOXINA,6.0,princípio ativo
ETHYLPROPYL,ETIPROLE,6.0,princípio ativo
MEDICAMENTO NAO ESPECIFICADO,DICAMBA,6.0,princípio ativo
ELMUCHONE,ALACLORO,6.0,princípio ativo
BENZODIOZEPINA,BENZILADENINA,6.0,princípio ativo
CUPIMINCIDA,CASUGAMICINA,6.0,princípio ativo
OPUS 80,ASULAM,6.0,princípio ativo
THIOPHANATE METHYL+CHLOROTHAL,CLOROTALONIL,6.0,princípio ativo
ANBICOLINOS,TANINOS,6.0,princípio ativo
DIAZEPENICO,DIAZINONA,6.0,princípio ativo
AGROTOXICOS PARA FUMO,PROFOXIDIM,6.0,princípio ativo
ALFASIPEMITRINA,ALFA - CIPERMETRINA,6.0,princípio ativo
SUBISTANCIA NAO ESPECIFICADA,ESPINOSADE,6.0,princípio ativo
DESSEGADTE,DIQUATE,6.0,princípio ativo
EXTERMINADOR,ETRINFOS,6.0,princípio ativo
CHAPEUZINHO,CIANAZINA,6.0,princípio ativo
TOUCHDOWN,FLURIDONA,6.0,princípio ativo
CAL DE CANA,CAPTANA,6.0,princípio ativo
AGROTOXICO DE FUMO,CARBOXINA,6.0,princípio ativo
AGROTOXICO SEM IDENTIFICACAO,CARBOXINA,6.0,princípio ativo
FURADAN350,FLURIDONA,6.0,princípio ativo
PINGPLUS,CINETINA,6.0,princípio ativo
NORTRIPTILINA,ORIZALINA,6.0,princípio ativo
MEDICAMENTO,DICAMBA,6.0,princípio ativo
PRIORISTER,PROPINEBE,6.0,princípio ativo
TIDY 700,TIRAM,6.0,princípio ativo
HELMOSCONE,HEXAZINONA,6.0,princípio ativo
GRAMOCHONE,ABAMECTINA,6.0,princípio ativo
ROOUNDEUP,PROPINEBE,6.0,princípio ativo
"ZENSOATIVAS,AMINA TENSOATIVAS",FENAMIFOS,6.0,princípio ativo
DESCOHECIDO,METALDEIDO,6.0,princípio ativo
DALBRIOTOP,ALACLORO,6.0,princípio ativo
"2,4 DSAL TRISOPROPANOLAMINA","2,4 - D - TRIISOPROPANOLAMINA",6.0,princípio ativo
AGUA COM AGROTOXICO,CARBOXINA,6.0,princípio ativo
AGRITOCITE,DINOCAPE,6.0,princípio ativo
AGROTOXICO SEM ESPECIFICACAO,CARBOXINA,6.0,princípio ativo
GRAMACHONE 200,ABAMECTINA,6.0,princípio ativo
GAS AGROTOXICO,CARBOXINA,6.0,princípio ativo
ROCENDUP,ACEFATO,6.0,princípio ativo
ANESTOLAPE,ACETOCLORO,6.0,princípio ativo
PLINIPLUS,GOSSIPLURE,6.0,princípio ativo
ASTERACEAL,ATRAZINA,6.0,princípio ativo
APLIQUE21,DIQUATE,6.0,princípio ativo
AGROTOXICO DE CANA,CARBOXINA,6.0,princípio ativo
SAL DE ISOPROPILOMONA,IPRODIONA,6.0,princípio ativo
AMPLICTIL 25MG,AVIGLICINA,6.0,princípio ativo
SUBSTANCIA NAO IDENTIFICADA,CAPTANA,6.0,princípio ativo
CYCLOPROPYL,DICLOFOPE,6.0,princípio ativo
CONSERVANTE,CLORMEQUATE,6.0,princípio ativo
METILPRIRIFOS,CLORPIRIFOS,6.0,princípio ativo
NAO SABE ESPECIFICAR,EMPENTRINA,6.0,princípio ativo
AGROTOXICOS DE CULTIVARES DE FUMO,CARTAPE,6.0,princípio ativo
ROND HAAP,DODINA,6.0,princípio ativo
CONSTANTINE,CINETINA,6.0,princípio ativo
POLITOXEL,CLETODIM,6.0,princípio ativo
PESTICIDAS,BOSCALIDA,6.0,princípio ativo
ESCOPOLAMINA,CIROMAZINA,6.0,princípio ativo
CICLOBENZAPRINA,CICLOHEXADIONA,6.0,grupo químico
GLYPHOTAL,FIPRONIL,6.0,princípio ativo
BULLDOCK 125,CUELURE,6.0,princípio ativo
CHUNIBINLO,CINETINA,6.0,princípio ativo
SAL DE ESOPRAPILAMINA,ESTROBILURINA,6.0,grupo químico
BAYSISTON,ACEFATO,6.0,princípio ativo
PURVERICIDA,PERMETRINA,6.0,princípio ativo
ERITHROXYLIM,BUTROXIDIM,6.0,princípio ativo
02 AGROTOXICO,CARBOXINA,6.0,princípio ativo
FOLISSUPER,FOSMETE,6.0,princípio ativo
ANGIOPLENE,MANCOZEBE,6.0,princípio ativo
ESITALOPRAN,DICLORANA,6.0,princípio ativo
AGROTOXICO MATA TUDO,CARBOXINA,6.0,princípio ativo
0 - H8TROPHENYL PLOSPHOROTHIOA,PROPANIL,6.0,princípio ativo
TRICLOROETANO,DICLORANA,6.0,princípio ativo
NITROFOSKA,DITIANONA,6.0,princípio ativo
SEM INFORMACOES,FORATO,6.0,princípio ativo
ARILOXIALCANOICO,ACIDO ARILOXIALCANOICO,6.0,grupo químico
MASTERMINS,ATRAZINA,6.0,princípio ativo
PSICOTROPICO,PIMETROZINA,6.0,princípio ativo
ENGIOPREMIO,ENXOFRE,6.0,princípio ativo
SECA MARO,ACEFATO,6.0,princípio ativo
PULVERIZAR,PROMETRINA,6.0,princípio ativo
GRAMUCXONE,ABAMECTINA,6.0,princípio ativo
CYMPERATOR 25CE,ACEFATO,6.0,princípio ativo
COACIDIMANZA,GUANIDINA,6.0,grupo químico
ZAPP 620,CAPTANA,6.0,princípio ativo
SAL DE TIETANOLAMINA,CIAZOFAMIDA,6.0,princípio ativo
ACIBENZOLAR,ACIDO BENZOICO,6.0,grupo químico
AGROTOXICO NAO ESPECIFICADO,CARBOXINA,6.0,princípio ativo
GLIFOSATO(7APPE QI),CAPTANA,6.0,princípio ativo
FORMIHOUSE,FOSMETE,6.0,princípio ativo
NAO ESPECIFICADO,ESPINOSADE,6.0,princípio ativo
HERLUCEDAS,TERBUFOS,6.0,princípio ativo
DIMETHYLUREA,DIMETOMORFE,6.0,princípio ativo
ISOPROPILAMINA,CARPROPAMIDA,6.0,princípio ativo
TUBERFORTE,CUELURE,6.0,princípio ativo
AGROTOXICO PARA CAFE,CARBOXINA,6.0,princípio ativo
SAL DE ISOPROPILAMINA DE N,CARPROPAMIDA,6.0,princípio ativo
SETO 100 ML,SETOXIDIM,6.0,princípio ativo
MAMDEOLONE,AMETRINA,6.0,princípio ativo
ANTICOLESTERASICO,ACIDO ESTEARICO,6.0,princípio ativo
FOLLISUPER,CODLELURE,6.0,princípio ativo
CONCENTRADO EMULSEONAVEL,FENTOATO,6.0,princípio ativo
TROCETIMIDATO,PROCIMIDONA,6.0,princípio ativo
FOLISSUOER,FOSMETE,6.0,princípio ativo
SAL DE ISOPROPILAMINA DE N FOLSFONOMETIL,FOSETIL,6.0,princípio ativo
ROUNDERP,CUELURE,6.0,princípio ativo
SAIS N30,ASULAM,6.0,princípio ativo
ROUNDUAL,ASULAM,6.0,princípio ativo
AGROTOXICO - NAO ESPECIFICADO,CARBOXINA,6.0,princípio ativo
CELESTRAT,AMITRAZ,6.0,princípio ativo
TRAUSTART,ATRAZINA,6.0,princípio ativo
GRAMOSSONO,FAMOXADONA,6.0,princípio ativo
ENGIOBRENIO,ENXOFRE,6.0,princípio ativo
ROUNDOUP,DODINA,6.0,princípio ativo
ZAAP 500,CAPTANA,6.0,princípio ativo
AGROMOCIONE,BROMACILA,6.0,princípio ativo
GRAMOSCONI,FAMOXADONA,6.0,princípio ativo
AGRICULTURA,GRANDLURE,6.0,princípio ativo
FLOR EVEGETACAO,FORMETANATO,6.0,princípio ativo
CHUBINHO,CARBOXINA,6.0,princípio ativo
AGROTOXICO NAO IDENTIFICADO,CARBOXINA,6.0,princípio ativo
POLISUPER,CODLELURE,6.0,princípio ativo
THALCOTT,ALACLORO,6.0,princípio ativo
ROTASHOCK,ETANOL,6.0,princípio ativo
CHUMBINH0,CINETINA,6.0,princípio ativo
FERTILIZANTE CAB 2031,FOSTIAZATO,6.0,princípio ativo
OLEO DE NEEN,OLEO MINERAL,6.0,princípio ativo
"N - FOSFONOMETILGLICINA,C3H8N05P",CETONA,6.0,grupo químico
AGROTOXICO PARA FUMO,CARBOXINA,6.0,princípio ativo
INSECTICIDA,BOSCALIDA,6.0,princípio ativo
ANTI HIPERTENSIVO,CIPERMETRINA,6.0,princípio ativo
MEL CONTAMINADO,ACETAMIPRIDO,6.0,princípio ativo
MAX-VIII,CARBARIL,6.0,princípio ativo
BASAGRAN,AMITRAZ,5.0,princípio ativo
DODECACLORO,ACETOCLORO,5.0,princípio ativo
RVW DAP,AMIDA,5.0,grupo químico
RIVOTRIL E CHUMBINHO,CIMOXANIL,5.0,princípio ativo
GRAMOSONE 200,GRANDLURE,5.0,princípio ativo
TAUCORD 250,ALACLORO,5.0,princípio ativo
PANTOPRAZOL,ETOXAZOL,5.0,princípio ativo
INSETICIDA MATA MATO,CINETINA,5.0,princípio ativo
NAO  INFORMA,CINETINA,5.0,princípio ativo
NAO SABE  INFORMA,CINETINA,5.0,princípio ativo
GRAMOXECONE,FAMOXADONA,5.0,princípio ativo
KELLLYOL,DECANOL,5.0,princípio ativo
LEVELAX,ASULAM,5.0,princípio ativo
GLICOSIMINA,NICLOSAMIDA,5.0,princípio ativo
TAMOXIFENO,FAMOXADONA,5.0,princípio ativo
CLASSE TOX IV,CARTAPE,5.0,princípio ativo
INSETICIDA DESCONHECIDO,CINETINA,5.0,princípio ativo
CARRAPATICIDA 100 ML,CARPROPAMIDA,5.0,princípio ativo
REGENTE/FURADAN E VIVA VAX,DECANOL,5.0,princípio ativo
HORTENIO,FOSETIL,5.0,princípio ativo
VULCANE,ASULAM,5.0,princípio ativo
INSETICIDA SEM INFORMACAO DO NOME,CINETINA,5.0,princípio ativo
DNA 24D,"2,4 - D",5.0,princípio ativo
INCETICIDAS,ACETAMIDA,5.0,grupo químico
ROUDUP,ASULAM,5.0,princípio ativo
RUMO WG,BEMOMIL,5.0,princípio ativo
REMOVEDOR,TEMEFOS,5.0,princípio ativo
MATA-MATA,METAM,5.0,princípio ativo
VULCANI,ASULAM,5.0,princípio ativo
(RS)+(EZ)+2+(1+ETHOXYIMINOBUTYL)+5+[2 +(ETHYLTHIO) PROPYL]+3,PROPANIL,5.0,princípio ativo
RIPCORD 100,ALACLORO,5.0,princípio ativo
NAO INFORMADA,DICLORANA,5.0,princípio ativo
ORTHENE 750 BR,CARTAPE,5.0,princípio ativo
APROOCCH,PROPOXUR,5.0,princípio ativo
MUSTANGUI,METANOL,5.0,princípio ativo
TOLLIAR,ASULAM,5.0,princípio ativo
LOUNDP,ASULAM,5.0,princípio ativo
BRAMACHONE,BROMACILA,5.0,princípio ativo
RHANDAP,CARTAPE,5.0,princípio ativo
NEGAREAN,METIRAM,5.0,princípio ativo
VENLAFAXINA E FENOBARBITAL,BENALAXIL,5.0,princípio ativo
ACTELLIC 500 CE,ACEFATO,5.0,princípio ativo
SINGENTA,CINETINA,5.0,princípio ativo
MATO A MATO,CARBAMATO,5.0,grupo químico
IGRORODO,IPRODIONA,5.0,princípio ativo
PLIMEPLUS,TRIMEDLURE,5.0,princípio ativo
INSETICIDA (MULTIPLOS),CINETINA,5.0,princípio ativo
GRAMOXONE,FAMOXADONA,5.0,princípio ativo
GLI-UP,LINUROM,5.0,princípio ativo
HOLOXISOPE-R,HALOXIFOPE - P,5.0,princípio ativo
KOTHRINE,AMETRINA,5.0,princípio ativo
RUSTLER,ASULAM,5.0,princípio ativo
COLOSSO PULVERIZACAO,FOLPETE,5.0,princípio ativo
GRIFFOZAPE,DINOCAPE,5.0,princípio ativo
KARATEZEOIN,PARATION,5.0,princípio ativo
FOSFOROTIOATO,FOSFONATO,5.0,grupo químico
NAO  SABE INFORMAR,PICLORAM,5.0,princípio ativo
AGROTONILO,PROPANIL,5.0,princípio ativo
INALACAO DE AGROTOXICO,ALACLORO,5.0,princípio ativo
SELECTA,FOLPETE,5.0,princípio ativo
ISERTICIDA,TERBACILA,5.0,princípio ativo
INSETICIDA DE LAVOURA,AMITRAZ,5.0,princípio ativo
THIAMELHORAN,TIAMETOXAM,5.0,princípio ativo
U46-BR,"2,4 - D",5.0,princípio ativo
NAO SEBE INFORMAR,PICLORAM,5.0,princípio ativo
K-OTHVINE    INSETICIDA,CINETINA,5.0,princípio ativo
ROWDUP,DODINA,5.0,princípio ativo
DVT ACTELIC,ACEFATO,5.0,princípio ativo
SAO SABE INFORMA,CINETINA,5.0,princípio ativo
SEM REGISTRO,ETILENO,5.0,grupo químico
GRAMOXOME,GRANDLURE,5.0,princípio ativo
COPROVET,ETIPROLE,5.0,princípio ativo
DISCOVER 500WP,DINOCAPE,5.0,princípio ativo
ROUNDAP DMA,ASULAM,5.0,princípio ativo
COLOSSO PULERIZACAO,FOLPETE,5.0,princípio ativo
CARBAMAZAPINA,CIROMAZINA,5.0,princípio ativo
BASFOLIUR CAFE,BOSCALIDA,5.0,princípio ativo
K.OHTRINE,AMETRINA,5.0,princípio ativo
CHUMBUNHO,CUMAFENO,5.0,princípio ativo
CYPERCLOR,CUMACLORO,5.0,princípio ativo
NAO SABE INFORMAR,PICLORAM,5.0,princípio ativo
HEBIRCIDA,TERBACILA,5.0,princípio ativo
GASTOCIN,CLETODIM,5.0,princípio ativo
TTITEMTE 400 PM,DIQUATE,5.0,princípio ativo
IMPRESSIVE 250WP,METAM,5.0,princípio ativo
DEMILIDOR,ETILENO,5.0,grupo químico
RHAMDUP,OXAMIL,5.0,princípio ativo
CRURACON,CLOMAZONA,5.0,princípio ativo
DDT DDD E DDE,"2,4 - D",5.0,princípio ativo
CORRECAO DO SOLO,BORAX,5.0,princípio ativo
ALPRAZOLAM,ATRAZINA,5.0,princípio ativo
NAO SABE  INFORMAR,PICLORAM,5.0,princípio ativo
RIDAVIR,BIXAFEM,5.0,princípio ativo
FUNAPAN,CAPTANA,5.0,princípio ativo
SUEFENXGONA,SULFENTRAZONA,5.0,princípio ativo
ACTELLICE 500 C,CUELURE,5.0,princípio ativo
MONSPILON,FOSALONA,5.0,princípio ativo
K-OTHIRINE,ATRAZINA,5.0,princípio ativo
HELMAXONE,BENTAZONA,5.0,princípio ativo
MINEPLUS,CINETINA,5.0,princípio ativo
NAO FOI FORNECIDO,FOSETIL,5.0,princípio ativo
CHUMBINHIO,CUMARINICO,5.0,grupo químico
CHICLETE COM CHUMBINHO,CUELURE,5.0,princípio ativo
CERTEIRO INSETICIDA,CARTAPE,5.0,princípio ativo
CYPRESS 400 EG,CAPTANA,5.0,princípio ativo
ROPNDAP,DODINA,5.0,princípio ativo
BRUTUS,ASULAM,5.0,princípio ativo
SAL DE POTASSIO,PROPARGITO,5.0,princípio ativo
DESECACAO,DECANOL,5.0,princípio ativo
ROUNDUP TRANSORB,ALACLORO,5.0,princípio ativo
"RONDUP,DMA",DODINA,5.0,princípio ativo
HORTOCID,CLETODIM,5.0,princípio ativo
MUSCULARE,ASULAM,5.0,princípio ativo
CONSERTEN,CINETINA,5.0,princípio ativo
RHUNDAP,ASULAM,5.0,princípio ativo
GRAMOXENO,BROMOXINIL,5.0,princípio ativo
METHOAMIDOPHOR,METAMIDOFOS,5.0,princípio ativo
DALSTAL,AMITRAZ,5.0,princípio ativo
TAL STAR,FTALIDA,5.0,princípio ativo
RANDAPIM,CARTAPE,5.0,princípio ativo
GRAMAXONE 200,CLOMAZONA,5.0,princípio ativo
AGROTOXICO DE LAVOURA,AMITRAZ,5.0,princípio ativo
MATA TUDA,FTALIDA,5.0,princípio ativo
CITRANELAL,DITIANONA,5.0,princípio ativo
N - FOSFONOMETIL,FOSETIL,5.0,princípio ativo
RESIDUO DE SAL,METIRAM,5.0,princípio ativo
INSETICIDAS,MILBEMICINAS,5.0,grupo químico
AMOXICILINA,AZOCICLOTINA,5.0,princípio ativo
ENGEOPLENO,METOPRENO,5.0,princípio ativo
TREFLUOR METILSUFANELPIRAZOL,ACEFATO,5.0,princípio ativo
04 CP AO DIA RIVOTRIL,CIMOXANIL,5.0,princípio ativo
AGROTOXICO DE LAVROURA,ALACLORO,5.0,princípio ativo
RESIDUO DE SOJA,METIRAM,5.0,princípio ativo
MATATUDO,FTALIDA,5.0,princípio ativo
DELTOPHOS,ETOPROFOS,5.0,princípio ativo
DEFENDER,DECANOL,5.0,princípio ativo
RI DO RATO,FORATO,5.0,princípio ativo
INSETICIDA SINGULAR BR,ASULAM,5.0,princípio ativo
MOSQUICIDA,BOSCALIDA,5.0,princípio ativo
VEICULO,DECANOL,5.0,princípio ativo
SUB CLASSE 4.1,CARTAPE,5.0,princípio ativo
CUPINCIDA,CINETINA,5.0,princípio ativo
INALACAO DE INSETICIDA,ALACLORO,5.0,princípio ativo
SIPTCATIM,NITRALIN,5.0,princípio ativo
(DESECANTE AGRICOLA),DECANOL,5.0,princípio ativo
COLOSSO PULCERIZACAO,FOLPETE,5.0,princípio ativo
CONNECTR,CODLELURE,5.0,princípio ativo
HAXISTON,TANINOS,5.0,princípio ativo
NAO CONHECEU,FOSMETE,5.0,princípio ativo
SECA MATO,ACEFATO,5.0,princípio ativo
D. TRACHIFOR,TRIAZOFOS,5.0,princípio ativo
CLINCHER,LINUROM,5.0,princípio ativo
INSETICIDA NAO DETERMINADA,CINETINA,5.0,princípio ativo
"ROUNDP,GRAMOXONE",ASULAM,5.0,princípio ativo
HORTENI,CARTAPE,5.0,princípio ativo
CUPISINDA,CAPTANA,5.0,princípio ativo
TODI/VENENO PARA LAVOURA,AMITRAZ,5.0,princípio ativo
VERDADEIRO 600WG,METAM,5.0,princípio ativo
ROUNDUP N.A.,PROPOXUR,5.0,princípio ativo
INGREDIENTES 3556/L,ETANOL,5.0,princípio ativo
FURSOZATE,FOSMETE,5.0,princípio ativo
IMUNIT,ASULAM,5.0,princípio ativo
GRAMORCONE 200 - 200 ML,"2,4 - D",5.0,princípio ativo
MAQUIAGEM DEFINITIVA,ASULAM,5.0,princípio ativo
NAO ESPECIFICA,EMPENTRINA,5.0,princípio ativo
PRIMOPLUS,TRIMEDLURE,5.0,princípio ativo
ABITELIT,AMITRAZ,5.0,princípio ativo
ZAPPQI,CAPTANA,5.0,princípio ativo
TOPSEED,FOSMETE,5.0,princípio ativo
FERTIMARTE,FENTINA,5.0,princípio ativo
INFINIMO,FOXIM,5.0,princípio ativo
DNA 46,DECANOL,5.0,princípio ativo
CIDENTAL,CINETINA,5.0,princípio ativo
IBUPROFENO,BUPROFENZINA,5.0,princípio ativo
KELLMAT,ASULAM,5.0,princípio ativo
DNA 806,NALEDE,5.0,princípio ativo
LAT 200,LACTOFEM,5.0,princípio ativo
CROSPAR,CARTAPE,5.0,princípio ativo
DALASTAR,ALACLORO,5.0,princípio ativo
RODENTICIDA CHUMBINHO,CUMAFENO,5.0,princípio ativo
INSECITIDA,BOSCALIDA,5.0,princípio ativo
INSETICIDA BIOLOGICO,CINETINA,5.0,princípio ativo
REJENTE,DECANOL,5.0,princípio ativo
K-OTHRINE INSETICIDA,AMETRINA,5.0,princípio ativo
BROWSER,BIXAFEM,5.0,princípio ativo
CONFIDORE,CODLELURE,5.0,princípio ativo
DMA 24 D,"2,4 - D",5.0,princípio ativo
AMBROXONE 200,CARBOXINA,5.0,princípio ativo
ORGANOFARO,ORGANOBROMADO,5.0,grupo químico
PUBERED,CUELURE,5.0,princípio ativo
SHELTER,CUELURE,5.0,princípio ativo
RISPERIDONA,IPRODIONA,5.0,princípio ativo
AC. PERACETICO,PERMETRINA,5.0,princípio ativo
ORTHOCIDE 500,PIRETROIDE,5.0,grupo químico
BENZOFURANILA,BENZOILUREIA,5.0,grupo químico
CROSPITAL,FOSFINA,5.0,princípio ativo
INSETICIDA PARA LAVOURA NAO IDENTIFICADO,AMITRAZ,5.0,princípio ativo
ESTIMULATE,DIQUATE,5.0,princípio ativo
DETALFORME,ETEFOM,5.0,princípio ativo
CYPERBIO,ESBIOL,5.0,princípio ativo
CLACEPAM,ACEFATO,5.0,princípio ativo
NAO INFORMA,CINETINA,5.0,princípio ativo
AMABEQUICINA,AZAFENIDINA,5.0,princípio ativo
SINGULAR,ASULAM,5.0,princípio ativo
FOSFANOMETIL,FOSETIL,5.0,princípio ativo
SAL TRIETANOLAMINA,TRIAZINAMINA,5.0,grupo químico
ROUNDAP + QUEROSENE,ASULAM,5.0,princípio ativo
PLANTAS,CARTAPE,5.0,princípio ativo
DISSECANTE,DINOCAPE,5.0,princípio ativo
SALICILINA,AVIGLICINA,5.0,princípio ativo
AMBICOLUROS FUASTICO,FOSFINA,5.0,princípio ativo
NAO SABE INFORMA,CINETINA,5.0,princípio ativo
DESSECANTE PARA SOJA,DECANOL,5.0,princípio ativo
LABRADOR,CAPTAFOL,5.0,princípio ativo
"TRIO DINAMICO,CRINCHI",CINETINA,5.0,princípio ativo
ROUN UP,PROPOXUR,5.0,princípio ativo
OSTATLIAN,BOSCALIDA,5.0,princípio ativo
ROUNDEP,NALEDE,5.0,princípio ativo
"2,2 DICLAROVINIL",CIPRODINIL,5.0,princípio ativo
GLYPHOSSATE ISOPROPILAMINA,GLIFOSATO,5.0,princípio ativo
LABRADOR MATA TUDO,CAPTAFOL,5.0,princípio ativo
GOAL BR,FTALIDA,5.0,princípio ativo
GRAMOXSONI,FAMOXADONA,5.0,princípio ativo
S/ INFORMACAO,FORATO,5.0,princípio ativo
GLADIADOR,OXADIAZONA,5.0,princípio ativo
"1,5L ROUNDUP",PROPOXUR,5.0,princípio ativo
PAVAGRIDE,PARAQUATE,5.0,princípio ativo
BELT INSETICIDA SOJA,CINETINA,5.0,princípio ativo
DART 150,CARTAPE,5.0,princípio ativo
PEME PHUS,TEMEFOS,5.0,princípio ativo
ICON-VET,IPCONAZOL,5.0,princípio ativo
CIANURETO,CUELURE,5.0,princípio ativo
CONFUDOR,LINUROM,5.0,princípio ativo
INSETICIDA SISXEMICO,CINETINA,5.0,princípio ativo
BUTILGLICOL,BUTILATO,5.0,princípio ativo
TERMINATOR MATA TUDO,MOLINATO,5.0,princípio ativo
GRAMOSONI,BROMOXINIL,5.0,princípio ativo
RAUNDAUP,GRANDLURE,5.0,princípio ativo
CROCSTAR,PROPOXUR,5.0,princípio ativo
TOMARON(INSETICIDA),CINETINA,5.0,princípio ativo
DRAMOSCANA,DICLORANA,5.0,princípio ativo
CROPSTA PLUS,CARBOXINA,5.0,princípio ativo
PRIMIPRUS,PIRIMICARBE,5.0,princípio ativo
INSETICIDA NAO DETERNIDADO,CINETINA,5.0,princípio ativo
GRAMAXOME,GRANDLURE,5.0,princípio ativo
ROUNDUP 60ML,PROPOXUR,5.0,princípio ativo
PACIENTE NAO SABE ESPECIFICAR,ACEFATO,5.0,princípio ativo
FURORGAN + REGENTE,DECANOL,5.0,princípio ativo
DRAMAXONE,CLOMAZONA,5.0,princípio ativo
CHUMBIMHO,CUMAFENO,5.0,princípio ativo
COUNTER,CUELURE,5.0,princípio ativo
UH6 BR,IPBC,5.0,princípio ativo
EUROFITO,ACEFATO,5.0,princípio ativo
NAO SABE IMFORMAR,AMITRAZ,5.0,princípio ativo
GRAMOXAMA,FAMOXADONA,5.0,princípio ativo
FROWNCIDE 500 5C,BROMACILA,5.0,princípio ativo
FERUDAN,ASULAM,5.0,princípio ativo
ROUD-UP,DODINA,5.0,princípio ativo
K-OTHRINE SC25,AMETRINA,5.0,princípio ativo
MANIPULOU INSETICIDA,CINETINA,5.0,princípio ativo
INSETICIDA EFC,CINETINA,5.0,princípio ativo
