nome_ms,prod_mais_similar,dist_lev,ingrediente,tipo
ZAPP QI,ZIPPER,4.0,MANCOZEBE,princípio ativo
VERTEMEC,VERTER,3.0,SULFOXAFLOR,princípio ativo
KASIO-KAISO,RAIO,2.0,"PICLORAM, SAL DE TRIETANOLAMINA",princípio ativo
HERBITRIM 500MG,YANG,4.0,ACETAMIPRIDO,princípio ativo
CLORPAN,BLERAN,3.0,DIQUATE,princípio ativo
CLORETO DE BELZALCONIO 6%,DEZ,1.0,"2,4 - D",princípio ativo
"DITAME,ORTOCID,TAMARAO",OCTANE,3.0,TRICHODERMA HARZIANUM,princípio ativo
UNHACA,INVICT,4.0,AZOXISTROBINA,princípio ativo
VERDICT,VERDICT HL,3.0,HALOXIFOPE-P-METILICO,princípio ativo
TANIDIL(BAYER),SALERO,3.0,MANCOZEBE,princípio ativo
AURA,AVURA,1.0,AZOXISTROBINA,princípio ativo
TRODON,TRUZON,2.0,CIPRODINIL,princípio ativo
REMEDIO DE PLANTA,DEZ,1.0,"2,4 - D",princípio ativo
PARACETANOL 750 MG,PREDADOR,6.0,ESPIRODICLOFENO,princípio ativo
OMEPRAZOOL,SOBERANO,6.0,FLUTRIAFOL,princípio ativo
GRUPO QUIMICO,GRIFO,2.0,NICOSSULFURON,princípio ativo
GLICOFATO (HERBICIDA),HERBZINA,3.0,ATRAZINA,princípio ativo
SULFULRAMIDA,SUGARINA,7.0,AMETRINA,princípio ativo
COLONO,COLISEO,3.0,ATRAZINA,princípio ativo
TILHAPE SASSAL,RASCAL,2.0,TRICLOPIR-BUTOTILICO,princípio ativo
FERSOL,VERLON,3.0,"2,4 - D",princípio ativo
DANADO,DANIATO,2.0,ACEFATO,princípio ativo
SINTRAX 5000,CONTRAP,3.0,SERRICORNIM,princípio ativo
AMOXILINA,AGRILIST,5.0,"2,4 - D",princípio ativo
JOINT OIL DOMINUN,GLINT,2.0,HALOXIFOPE-P-METILICO,princípio ativo
DIVOTRIL,PIVOT DG,4.0,IMAZETAPIR,princípio ativo
AGRICOATA,AGRILIST,4.0,"2,4 - D",princípio ativo
SANSON,CANION,2.0,HEXAZINONA,princípio ativo
TALFONTOP,FONTOP,3.0,FLUASIFOPE-P-BUTILICO,princípio ativo
CALCARIO CALCINADO,CALARIS,2.0,MESOTRIONA,princípio ativo
TIGUVON,TRUZON,3.0,CIPRODINIL,princípio ativo
KARATEZEOIN,KRATON,5.0,LUFENUROM,princípio ativo
RONAT A,SONATA,2.0,BACILLUS PUMULIS,princípio ativo
FURADAIN,QUADRIS,4.0,AZOXISTROBINA,princípio ativo
BAYSISTON,BAVISTIN ,4.0,CARBENDAZIM,princípio ativo
NITRO SUPU DDVP,CETRO,2.0,ACETATO DE DODECENILA,princípio ativo
QBOA,TROIA,3.0,MANCOZEBE,princípio ativo
"OMITI,FUMULOS,INTERPTI",NIMITZ,3.0,FLUENSULFONA,princípio ativo
TORDO,ZARDO,2.0,"2,4 - D",princípio ativo
RICIOTRIS 2MG,CALARIS,5.0,MESOTRIONA,princípio ativo
ARTEIA,ARREIO,2.0,FLUROXIPIR-MEPTILICO,princípio ativo
LIAZEPAM,ACETA,5.0,ACETAMIPRIDO,princípio ativo
VANDAL,AUDAZ,3.0,FLUXAPIROXADE,princípio ativo
PAVAQUAT,AVATAR,4.0,INDOXACARBE,princípio ativo
CARBAMALOS,CARTARYS,5.0,CLORIDATO DE CARTAPE,princípio ativo
GALOPE,GALOP M,2.0,PICLORAM,princípio ativo
PRO-2(CLODINAFOPE-PROPARGIL),ROTAXIL ,5.0,PROCIMIDONA,princípio ativo
GRAO FORTE,FUORO,3.0,LUFENUROM,princípio ativo
DELTAPHOS,DAVOS,5.0,LAMBDA-CIALOTRINA,princípio ativo
LOSRBA,SORBA,2.0,LUFENUROM,princípio ativo
PRADON,KRATON,2.0,LUFENUROM,princípio ativo
MANZATH,DANIATO,3.0,ACEFATO,princípio ativo
MANFIL,MAGIC,3.0,IPRODIONA,princípio ativo
ETHEFON 240,TRUZON,4.0,CIPRODINIL,princípio ativo
ACTELLIC%,ATUALIST,5.0,"2,4 - D",princípio ativo
TITLON TRIGTANOLAMINA,TIMON,2.0,IMIDACLOPRIDO,princípio ativo
CIPROFLOXACINO,FIPRONOVA,8.0,FIPRONIL,princípio ativo
ADAMA,AGATA,2.0,FLUAZINAM,princípio ativo
ESTARAMA,STARKLE,4.0,DINOTEFURAM,princípio ativo
PHORATE,TROVATI,4.0,CLOMAZONA,princípio ativo
TEFON,TEJO,2.0,MANCOZEBE,princípio ativo
AGRILMATO,AGRILIST,3.0,"2,4 - D",princípio ativo
CITOGARMA,FITONEEM,5.0,OLEO DE NIM (AZADIRACHTA INDICA),princípio ativo
PURON,BURON,1.0,FLUTRIAFOL,princípio ativo
HAXISTON,MAXSAN,4.0,DINOTEFURAM,princípio ativo
24-D,WILD,3.0,CLORPIRIFOS,princípio ativo
FLUX,WALUX,2.0,"2,4 - D",princípio ativo
TALASTAR,AVATAR,3.0,INDOXACARBE,princípio ativo
DONDOR,HODOR,2.0,MANCOZEBE,princípio ativo
MANGONESE,SINFONE,5.0,MESOTRIONA,princípio ativo
CARBOJURAN,CARTUGEN,5.0,BACULOVIRUS - SPODOPTERA FRUGIPERDA MULTIPLENUCLEOPOLYHEDROVIRUS (SFMNPV),princípio ativo
DR,DUO,2.0,DIUROM,princípio ativo
ORGANOPARFORADO,GRAN PROTECT,9.0,DIOXIDO DE SILICIO,princípio ativo
NXT,NATU,2.0,DIFLUBENZUROM,princípio ativo
CERIOM,VERLON,3.0,"2,4 - D",princípio ativo
"TRIFLUOROMETIL,PROPIONATO",PROPLANT,4.0,CLORIDRATO DE PROPAMOCARBE,princípio ativo
BAGISTON,MAGISTER,3.0,CLOMAZONA,princípio ativo
CARBOGLYRANO,ARBORO,6.0,SAFLUFENACIL,princípio ativo
CLORO-ETHYL-ISOPROPYL-DIAMINE,FUORO,2.0,LUFENUROM,princípio ativo
FURADON PROTECO,PRATICO,2.0,FLUTRIAFOL,princípio ativo
ALAIO,ALION,2.0,INDAZIFLAM,princípio ativo
CIPITRIU,CENTRIC,4.0,TIAMETOXAM,princípio ativo
CONEX,ONIX,2.0,BACILLUS METHYLOTROPHICUS,princípio ativo
CORDAO,ZARDO,3.0,"2,4 - D",princípio ativo
AMITRIPTILINA,AMETISTA,7.0,BIFENTRINA,princípio ativo
NORTOL,NORTON,1.0,"SAL TRIETANOLAMINADE 2,4 - D+SAL DE TRIETANOLAMINA DE PICLORAM",princípio ativo
CITIDIM,CYTOLIN,4.0,ACIDO GIBERELICO,princípio ativo
LESINOL,SERIFEL,4.0,BACILLUS AMYLOLIQUEFACIENS,princípio ativo
"DIMETHYE,BIPURIDIUM DICHORIDO",METRY,4.0,METRIBUZIM,princípio ativo
GEL PREMIUM,PREMIO,2.0,FLUTRIAFOL,princípio ativo
ACETIC DICLOLOROPHENOXG,ACETA,2.0,ACETAMIPRIDO,princípio ativo
ESCOVA PROGRESSIVA,COPA,3.0,DIFLUBENZUROM,princípio ativo
DECIS 25 EG,DECISIVE,3.0,GLIFOSATO,princípio ativo
SAL DE DIMETILAMINA,DEZ,1.0,"2,4 - D",princípio ativo
FURASIN 310 S,FASON,3.0,NICOSSULFUROM,princípio ativo
AJUID,AUIN,2.0,BEAUVERIA BASSIANA,princípio ativo
MAX SIM,AIM,1.0,CARFENTRAZONA-ETILICA,princípio ativo
METHOMEX,METHAMAX,2.0,METARHIZIUM ANISOPLIAE,princípio ativo
VUNAK,AUDAZ,3.0,FLUXAPIROXADE,princípio ativo
CONSERTEN,CONSENTO ,3.0,CLORIDRATO DE PROPAMOCARB+FENAMIDONA,princípio ativo
CARATE,CAPOTE,2.0,TEBUTIUROM,princípio ativo
BIM ALTERNO,AIM,1.0,CARFENTRAZONA-ETILICA,princípio ativo
TAMARON,GAMATION,3.0,MALATIONA,princípio ativo
CYPERMIL (BUTOX)   SECANTE.,SENSEI,4.0,BUPROFEZINA,princípio ativo
BORO,FUORO,2.0,LUFENUROM,princípio ativo
ORTHENE 750 BR DEFENSUL,OCTANE,3.0,TRICHODERMA HARZIANUM,princípio ativo
43D,WILD,3.0,CLORPIRIFOS,princípio ativo
DVP 1000,AVAL 100,4.0,TEBUTHIURON,princípio ativo
CUNO,MUNEO,2.0,ALFAS-CIPERMETRINA,princípio ativo
SIPTIM,SORTIC,3.0,SULFOXAFLOR,princípio ativo
VANDOPI,ZARDO,4.0,"2,4 - D",princípio ativo
LAMBDACUILATRINA,SUGARINA,10.0,AMETRINA,princípio ativo
ACIDO  MURIATICO,ZARDO,3.0,"2,4 - D",princípio ativo
DIETILCABAMATO,DICAMAX,8.0,DICAMBA,princípio ativo
KAIATE,FAITH,3.0,ACEFATO,princípio ativo
LANOUP,LANTIC,3.0,CARBENDAZIM,princípio ativo
CALTRINI,CALARIS,3.0,MESOTRIONA,princípio ativo
TORDAN (PIOCLORAN),PICLORAM,2.0,PICLORAM,princípio ativo
ARTE,DART,2.0,TEFLUBENZUROM,princípio ativo
ENGEA PHENA PLUS,SENSEI,3.0,BUPROFEZINA,princípio ativo
METILCORBAMATO DE OXIMO,DEZ,1.0,"2,4 - D",princípio ativo
AMALUT ZM,AMULET,2.0,FIPRONIL,princípio ativo
FASTAQ,CASTOR,3.0,FIPRONIL,princípio ativo
NIMBUS,NILLUS,2.0,CLOROTALONIL,princípio ativo
EMEJOR,TEJO,3.0,MANCOZEBE,princípio ativo
TIOMEDOXAN,TIMON,5.0,IMIDACLOPRIDO,princípio ativo
VERTIBEC,VERTER,3.0,SULFOXAFLOR,princípio ativo
KARATE 50 CE,KRATON,3.0,LUFENUROM,princípio ativo
GEL PLENO,ILEVO,2.0,FLUOPIRAM,princípio ativo
HOSTATHION,GAMATION,5.0,MALATIONA,princípio ativo
AQUITO E FOLIAR,COUGAR,3.0,PIRIPROXIFENO,princípio ativo
ORGANOFORADO,GLIFOREDY,7.0,GLIFOSATO,princípio ativo
SUPRICID,SPICAL,4.0,NEOSEIULUS CALIFORNICUS,princípio ativo
K. OTHRINE,STARKLE,4.0,DINOTEFURAM,princípio ativo
DIFLUOCO - BENZHYDRYL,DIFLUCROP,3.0,DIFLUBENZUROM,princípio ativo
FURADAM 350 SC,AUDAZ,4.0,FLUXAPIROXADE,princípio ativo
LOSBAN 200 ML,SORBA,3.0,LUFENUROM,princípio ativo
LOSMIC,SORTIC,3.0,SULFOXAFLOR,princípio ativo
MOFOTIL,SORTIC,4.0,SULFOXAFLOR,princípio ativo
GOL,BOLD,2.0,ACETAMIPRIDO,princípio ativo
BNDA,BAND,2.0,FLUTRIAFOL,princípio ativo
PLENO-TORDON,ILEVO,2.0,FLUOPIRAM,princípio ativo
DERMACOR,DERMACOR,0.0,CLORANTRANILIPROLE,princípio ativo
ESCORE,EXOR ,3.0,SULFOXAFLOR,princípio ativo
LAMBDA-CIALOTRINA,LAVRA,3.0,"2,4 - D",princípio ativo
KLOPLAN,GOPAN,3.0,DIQUATE,princípio ativo
TORDAO,TORERO,2.0,MANCOZEBE,princípio ativo
ESTRON,STRONG,2.0,"2,4 - D",princípio ativo
"REGENTE,FURADON",KRATON,3.0,LUFENUROM,princípio ativo
DEMOLIDOR,DEMOLIDORBR,2.0,HEXAZINONA,princípio ativo
CARRAPATICIDDA,CUANTIVA,9.0,PIRACLOSTROBINA,princípio ativo
LOSBAN 480 BR,SORBA,3.0,LUFENUROM,princípio ativo
DRAMIM,TAMIZ,3.0,AZOXISTROBINA,princípio ativo
SUMIGRAN,SESITRA,4.0,EPOXICONAZOL,princípio ativo
FRUMIZIN,FARMOZINE,4.0,ATRAZINA,princípio ativo
OLEO LUBRIFICANTE,LUMICA,7.0,MESOTRIONA,princípio ativo
DELTAMETIAM,DELTA TECNICO,6.0,DELTAMETRINA,princípio ativo
TRICLORFONE,TRICLON ,4.0,TRICLOPIR-BUTOTILICO,princípio ativo
NOMOLT 150 ADAPAR,AVATAR,2.0,INDOXACARBE,princípio ativo
RALZER 350 5C,SALERO,3.0,MANCOZEBE,princípio ativo
MALATOL 5.000,MATTOR,3.0,FLUROXIPIR-METILICO,princípio ativo
COLOSO(SIC),AIM,2.0,CARFENTRAZONA-ETILICA,princípio ativo
IMPATE,IMPARBR,3.0,TIAMETOXAM,princípio ativo
FASTEC 100,CASTOR,3.0,FIPRONIL,princípio ativo
DRAMOSCANA,DIAMOND,5.0,TRICHODERMA KONINGIOPSIS,princípio ativo
CICLODIENOCLORADO,SILVERADO,10.0,PICLORAM,princípio ativo
CHOROBENZIL,CERCONIL,6.0,TIOFANATO METILICO,princípio ativo
ENER K 40 PLUS,SURTIVO PLUS,8.0,VIRUS ACMNPV,princípio ativo
VALON 384 CE,VERLON,2.0,"2,4 - D",princípio ativo
FASTAP,CASTOR,3.0,FIPRONIL,princípio ativo
"TOMAROL,FILINOL,LARRAT.",ARRANK,3.0,ACETAMIPRIDO,princípio ativo
FOSFATO,FUSAO,3.0,METOMINOSTROBINA,princípio ativo
METRIMEX E VULCANO,METIE,3.0,METARHIZIUM ANISOPLIAE,princípio ativo
DITANE - ESPALHANTE - AMINON,OCTANE,2.0,TRICHODERMA HARZIANUM,princípio ativo
REGENTE (CUPIM/ FORMIGA),PRESENCE,3.0,BACILLUS LICHENIFORMIS,princípio ativo
HERBURAO/ GESAPAX,HERBINA,3.0,"2,4 - D",princípio ativo
"O-DIETHYL0,3,5,6,-TRICHLORO",TRICHO ,3.0,TRICHODERMA ASPERELLUM,princípio ativo
ZAAP 500,AVAL 100,4.0,TEBUTHIURON,princípio ativo
FENOXAPROPE-P-ETILICO,STILO,3.0,CHLORIMURON-ETHYL,princípio ativo
"DIAZINAN,ISOPROPIL,TIAFOSFATO,EXCIPIENTE",DIAMOND,4.0,TRICHODERMA KONINGIOPSIS,princípio ativo
VERDARAME,VELDARA,3.0,PIRACLOSTROBINA,princípio ativo
FORMIDEX,PRIDE,4.0,GLIFOSATO,princípio ativo
METHONYL,METRY,4.0,METRIBUZIM,princípio ativo
CLORO,FUORO,2.0,LUFENUROM,princípio ativo
PRATICO,PRATICO,0.0,FLUTRIAFOL,princípio ativo
ACIDO DICLORETO DE ETILFOSFONOTIOCO,DEZ,1.0,"2,4 - D",princípio ativo
CARBENDAZON,PREDADOR,6.0,ESPIRODICLOFENO,princípio ativo
NENCICEC,NEMATEC,4.0,DELADENUS SIRICIDICOLA,princípio ativo
OROBOR,HODOR,3.0,MANCOZEBE,princípio ativo
TARDAN,TARZAN,1.0,METSUFURON-METILICO,princípio ativo
LACKER,LOCKER,1.0,CARBENDAZIM,princípio ativo
PIREIT  FASTAK,PIREO,2.0,LUFENUROM,princípio ativo
CAL VIRGEM,PIREO,3.0,LUFENUROM,princípio ativo
TASTAQ,TASPA ,2.0,PROPICONAZOL,princípio ativo
FUNGISCAN 700 PM,FEICAN,4.0,"COTESIA FLAVIPES (CAMERON,1891)",princípio ativo
VERTIMEX,VERTER,3.0,SULFOXAFLOR,princípio ativo
TARTA,DART,2.0,TEFLUBENZUROM,princípio ativo
CARBONATO DE CALCIO NATURAL,DEZ,1.0,"2,4 - D",princípio ativo
GASTROXIN 1000MG,GLIFOXIN,4.0,GLIFOSATO,princípio ativo
FOLEAR E COBRE VERDE,VERTER,2.0,SULFOXAFLOR,princípio ativo
ORGONOSFOSFORADO,CRONNOS OD,9.0,PICOXISTROBINA,princípio ativo
GRAMA NIZONE,DIZONE,1.0,DIURON,princípio ativo
TOXIDOL,HODOR,4.0,MANCOZEBE,princípio ativo
HALOXIFOPE - R ESTER METILICO,VERTER,2.0,SULFOXAFLOR,princípio ativo
GARLO,ZARDO,2.0,"2,4 - D",princípio ativo
SCANT,GRANT,2.0,"2,4 - D",princípio ativo
PLATINUM NEO,PLATINUM NEO ,1.0,TIAMETOXAM+LAMBDA-CIALOTRINA,princípio ativo
AMILOL,AMPLO,2.0,BENTAZON+IMAZAMOX,princípio ativo
HASTHARION,STARON,4.0,CLORIMUROM-ETILICO,princípio ativo
DECIS+ MONZAT,MONCUT,2.0,FLUTOLANIL,princípio ativo
VITANCINI,VERANEIO,5.0,BACULOVIRUS HANPV,princípio ativo
FOSTARY,COSTAR,2.0,BACILLUS THURINGIENSIS,princípio ativo
SOLBUTOMOL,CHLOROMO,6.0,CLORPIRIFOS,princípio ativo
DERMACOL,DERMACOR,1.0,CLORANTRANILIPROLE,princípio ativo
FH CAFE FOLIAR,COUGAR,3.0,PIRIPROXIFENO,princípio ativo
TIGER 100 ES,TIGER 100 EW,1.0,PIRIPROXIFEM,princípio ativo
CARBONATO DE LITIO,DEZ,1.0,"2,4 - D",princípio ativo
TROCTS,ROCKS,2.0,BIFENTRINA,princípio ativo
TALFON TOP,ALION,2.0,INDAZIFLAM,princípio ativo
CEFANOL,CAPAROL,3.0,PROMETRINA,princípio ativo
POKER,HOVER,2.0,BEAUVERIA BASSIANA,princípio ativo
ACOZAN 2.4 D,ACETA,3.0,ACETAMIPRIDO,princípio ativo
DAMININ 300 EC,TAMIZ,4.0,AZOXISTROBINA,princípio ativo
SORMEX,SORBA,3.0,LUFENUROM,princípio ativo
GRIFOSAP,GLIFOSAL,2.0,GLIFOSATO,princípio ativo
AGRIATO,DANIATO,3.0,ACEFATO,princípio ativo
FURORGAN + REGENTE,PRESENCE,3.0,BACILLUS LICHENIFORMIS,princípio ativo
SHADOW,HODOR,3.0,MANCOZEBE,princípio ativo
SISTEM/ITERPRETE/GRIS 240,LIFTER,3.0,"2,4 - D",princípio ativo
PLIMIPLUS,PRISMA PLUS,4.0,DIFENOCONAZOL,princípio ativo
DALBRIOTOP,DANIATO,5.0,ACEFATO,princípio ativo
TARDO,ZARDO,1.0,"2,4 - D",princípio ativo
TSI MAX,GLIZMAX,3.0,GLIFOSATO,princípio ativo
ACIDO ALQUILBENZENO SULFONICO,ZARDO,3.0,"2,4 - D",princípio ativo
GROMOXOCONE,HELMOXONE,5.0,PARAQUATE,princípio ativo
CLOPERIRFOS + XILOL,RIGOL,2.0,BIFENTRINA,princípio ativo
TOLSTAR,COSTAR,2.0,BACILLUS THURINGIENSIS,princípio ativo
CHLOAE FENILIPROLE,CLOSER,3.0,SULFOXAFLOR,princípio ativo
TIBUTIURON,BUTIURON,2.0,TEBUTHIURON,princípio ativo
FASTAC,CASTOR,3.0,FIPRONIL,princípio ativo
GRIFOSAC,GLIFOSAL,2.0,GLIFOSATO,princípio ativo
PAROGRANTE,ARRANGE,4.0,"2,4 - D",princípio ativo
LANNETE,SANVEX,4.0,"2,4 - D",princípio ativo
CLETTRODEM,CETRO,5.0,ACETATO DE DODECENILA,princípio ativo
SAL METILAMINA,GESAMENA,5.0,AMETRINA,princípio ativo
CALDA BORDALESE,CELTA,2.0,PHYTOSEIULUS MACROPILIS,princípio ativo
DULCIFON,ALION,4.0,INDAZIFLAM,princípio ativo
GRAMACIL,GAMATION,4.0,MALATIONA,princípio ativo
NEOSINI,NEOLIST,3.0,"2,4 - D",princípio ativo
GLI-UP 480 SL,GLI-UP 480 SL ,1.0,GLIFOSATO,princípio ativo
KARATH,KRATON,3.0,LUFENUROM,princípio ativo
ADUBO FOLIAR,DUO,2.0,DIUROM,princípio ativo
PROTEC/ REGENTE/ EXION,ALION,2.0,INDAZIFLAM,princípio ativo
AGENTE COLINERGICO,ADANTE,2.0,TIAMETOXAM,princípio ativo
FURADON 350SC,KRATON,3.0,LUFENUROM,princípio ativo
ICON GARDEN,ZARDO,3.0,"2,4 - D",princípio ativo
ROUDAPE,LOUSAL,4.0,TEBUCONAZOL,princípio ativo
ENGIOPREMIO,PREMIO,5.0,FLUTRIAFOL,princípio ativo
BIOCARD,BIOBACI,3.0,BACILLUS SUBTILIS,princípio ativo
HOSTATHION 400,GAMATION,5.0,MALATIONA,princípio ativo
TOPAM,TOPINAM,2.0,TRICLOPIR-BUTOTILICO,princípio ativo
PINTROIDE,PILARTIME,4.0,TIOFANATO-METILICO,princípio ativo
ACELERADOR DE VULCANIZACAO,DEZ,1.0,"2,4 - D",princípio ativo
INCOFRUTO,INCERIS,5.0,ETHEPHON,princípio ativo
ADUBO GRANULADO NUTRISAFRA,DUO,2.0,DIUROM,princípio ativo
COLOSSO PULVERIZACAO,COLISEO,2.0,ATRAZINA,princípio ativo
COLOSSOPURON,COMISSARIO,7.0,BIFENTRINA,princípio ativo
VECTORCONTROL,METHACONTROL,4.0,METARHIZIUM ANISOPLIAE,princípio ativo
2-4-D / GAMID/ BLUNK,TAMIZ,2.0,AZOXISTROBINA,princípio ativo
NAFTALINA 1/8 (1 UNIDADE),BATALHA,4.0,PICLORAM,princípio ativo
ORGANO FOSFARATO,ARRANK,3.0,ACETAMIPRIDO,princípio ativo
"COMPOSICAO:2-[2-CLORO-4-(METHYLSULFONYL)-3-[(2,2,2-TRIFLUOR",FUORO,2.0,LUFENUROM,princípio ativo
ORTENE,OCTANE,2.0,TRICHODERMA HARZIANUM,princípio ativo
VERTINIX,VERTER,4.0,SULFOXAFLOR,princípio ativo
GLICOFASICO,GLIFOSAL,6.0,GLIFOSATO,princípio ativo
IMIDACLOPID,IMAZALIL,6.0,IMAZALIL,princípio ativo
RAMDOUP,ZARDO,4.0,"2,4 - D",princípio ativo
CROMOXONE 200,HELMOXONE,3.0,PARAQUATE,princípio ativo
ACEPHATO +SILICATO DE ALUMINIO,DEZ,1.0,"2,4 - D",princípio ativo
KLORPAN,BLERAN,3.0,DIQUATE,princípio ativo
JAGUAR,JAGUAR ,1.0,AMINOPIRALIDE,princípio ativo
GROMOCIL,GARDOMIL,4.0,S-METOLACLORO,princípio ativo
TRES,TROIA,3.0,MANCOZEBE,princípio ativo
CROPESTAR,CROPSTAR,1.0,IMIDACLOPRIDO,princípio ativo
"CENFOL,COMPLESAL 12 4 6",KENNOX,3.0,CLETODIM,princípio ativo
GRAMOSSONO,GRASSATO,4.0,GLIFOSATO,princípio ativo
IODO SULFUROM-METILICO,METABIO,3.0,METARHIZIUM ANISOPLIAE,princípio ativo
ACIDO ALCOLINO,ZARDO,3.0,"2,4 - D",princípio ativo
CHUNBINHO,CONVICTO,5.0,AZOXISTROBINA,princípio ativo
"SENCOR ,ALCOSAR",SECTOR,2.0,TRICLOPIR BUTOTILICO,princípio ativo
NPK,NAN,2.0,NAN,princípio ativo
FOSFETO METALICO 02 COMPRIMIDO,METABIO,2.0,METARHIZIUM ANISOPLIAE,princípio ativo
COLE,COPA,2.0,DIFLUBENZUROM,princípio ativo
PRIORI XTRA,PROFIX,3.0,BACILLUS SUBTILIS,princípio ativo
PLINIPLUS,NILLUS,4.0,CLOROTALONIL,princípio ativo
SINERGE,SINFONE,3.0,MESOTRIONA,princípio ativo
DITHANE,OCTANE,3.0,TRICHODERMA HARZIANUM,princípio ativo
CURYON,BURON,2.0,FLUTRIAFOL,princípio ativo
APLAUD,ACRUX,4.0,PACLOBUTRAZOL,princípio ativo
OGANICO FOSFORADO,PRATICO,3.0,FLUTRIAFOL,princípio ativo
POQUER DA ADAMA,POQUER ,1.0,CLETODIM,princípio ativo
HALOXIFOPE P-METIL,METIZ,1.0,METRIBUZIM,princípio ativo
DIAZETOP,DAVOS,5.0,LAMBDA-CIALOTRINA,princípio ativo
LAMBDACIA,BIOBACI,5.0,BACILLUS SUBTILIS,princípio ativo
FORT DODGE,HODOR,3.0,MANCOZEBE,princípio ativo
LAMBDA CIALOTRINA,LAVRA,3.0,"2,4 - D",princípio ativo
FATAK,ATAK,1.0,TEBUCONAZOL,princípio ativo
GRAMOPRIMORDIAL,GRAN PROTECT,9.0,DIOXIDO DE SILICIO,princípio ativo
GARRA 450 WP,LAVRA,2.0,"2,4 - D",princípio ativo
RAUIDAP C/46,AUDAZ,3.0,FLUXAPIROXADE,princípio ativo
DIAZENOL,BIOGENOL,3.0,METIL EUGENOL,princípio ativo
HERBICIDA ACIDO 2.4 D,ZARDO,3.0,"2,4 - D",princípio ativo
VERTINE,VERTER,3.0,SULFOXAFLOR,princípio ativo
CHLORFENAPYR,CLEANER,7.0,CLOROTALONIL,princípio ativo
SOLISAL,LOUSAL,3.0,TEBUCONAZOL,princípio ativo
SUMIDAN,LUMICA,3.0,MESOTRIONA,princípio ativo
CARBORETO,ARBORO,3.0,SAFLUFENACIL,princípio ativo
"SAL TRIETANOLAMINA DO ACIDO 4-AMINO/ 3,5,6 TRICLOROPICOLINIC",DUO,1.0,DIUROM,princípio ativo
DETETIZACOES DE USO DOMESTICO,DEZ,1.0,"2,4 - D",princípio ativo
CLOBENZENO,SOBERANO,5.0,FLUTRIAFOL,princípio ativo
LOBEL,YOVEL,2.0,ACETAMIPRIDO,princípio ativo
CLINCHER,CRICEN,4.0,METALAXIL-M,princípio ativo
ACIDO FENOXIDO ACETICO,ZARDO,3.0,"2,4 - D",princípio ativo
OLANZAPINA,BANZAI,5.0,DIMETOMORFE,princípio ativo
NEQUICIDE,DECISIVE,5.0,GLIFOSATO,princípio ativo
GLIZ 4805L TORDO,ZARDO,2.0,"2,4 - D",princípio ativo
"1,1┐-DIMETIL-4,4┐-BIPIRIDILIO DICLORETO,ION (PARAQUAT)",SPRAYQUAT,3.0,PARAQUAT,princípio ativo
COACIDIMANZA,TALISMAN,7.0,BIFENTRINA,princípio ativo
CYPERMETRIM,WIPER XTRA,6.0,CLOROTALONIL,princípio ativo
KOBIOL,DOBBEL,3.0,METARHIZIUM ANISOPLIAE,princípio ativo
SULFATO DE AQUILA,DEZ,1.0,"2,4 - D",princípio ativo
HIPOCLOTRITO DE SODIO,DEZ,1.0,"2,4 - D",princípio ativo
CARFENTRAZONA-ETILICA,TRILLA,4.0,DIUROM,princípio ativo
CALTRIM,CALARIS,2.0,MESOTRIONA,princípio ativo
THIOFANATO METILICO,METABIO,3.0,METARHIZIUM ANISOPLIAE,princípio ativo
DITANO,DINNO,2.0,DINOTEFURAM,princípio ativo
GAMA-CIALOTRINA,GAME,1.0,LUFENURON,princípio ativo
BIFOL (ADUBO),DUO,2.0,DIUROM,princípio ativo
FURORGAN,AURORA ,3.0,CARFENTRAZONA-ETILICA,princípio ativo
KARATETA,ACETA,4.0,ACETAMIPRIDO,princípio ativo
METROMYL,METRY,3.0,METRIBUZIM,princípio ativo
SFERMAX,FERRAX,2.0,TEBUCONAZOLE,princípio ativo
TRIAZOIS,RIZOS,3.0,BACILLUS SUBTILIS,princípio ativo
FURACIN,CRICEN,4.0,METALAXIL-M,princípio ativo
PADRON TRUP,NADRAN,2.0,CLORETO DE MEPIQUATE,princípio ativo
GRAMOXAMA,GRANADA,4.0,BEAUVERIA BASSIANA,princípio ativo
DECIS  ULTRA,DECISIVE,3.0,GLIFOSATO,princípio ativo
ACIDO DICLOROFENAXIACETICO,ZARDO,3.0,"2,4 - D",princípio ativo
SECA MARO,BUCANERO,5.0,LAMBDA-CIALOTRINA,princípio ativo
CERCOBIN,CERCONIL,2.0,TIOFANATO METILICO,princípio ativo
DELTAMETHRIN,DELTA TECNICO,7.0,DELTAMETRINA,princípio ativo
HERBACIDA,HERBZINA,3.0,ATRAZINA,princípio ativo
ALTOMIX 104,ALTIMA,3.0,FLUAZINAM,princípio ativo
MALEATO DE FLUVOXAMINO,DEZ,1.0,"2,4 - D",princípio ativo
EVIDENSE,FIDELE,4.0,METOXIFENOZIDA,princípio ativo
FRAZINONA,HERBZINA,5.0,ATRAZINA,princípio ativo
CRIOLINA,CYTOLIN,3.0,ACIDO GIBERELICO,princípio ativo
BAZUKA 216 SL,BAZUKA 216 SL,0.0,METOMIL,princípio ativo
CLORFENAZIM,COTEZEM,6.0,"COTESIA FLAVIPES (CAMERON,1891)",princípio ativo
PRIMEOLUS,PRISMA PLUS,4.0,DIFENOCONAZOL,princípio ativo
